name,nationality,sex,height,sport,gold,silver,bronze
Shona Thorburn,CAN,female,1.75,basketball,0,0,0
Shota Hazui,JPN,male,1.77,aquatics,0,0,0
Shota Iizuka,JPN,male,1.85,athletics,0,1,0
Shota Sasaki,JPN,male,1.65,canoe,0,0,0
Shoya Nakajima,JPN,male,1.64,football,0,0,0
Shu-Ching Hsu,TPE,female,1.60,weightlifting,1,0,0
Shuai Peng,CHN,female,1.73,tennis,0,0,0
Shuai Zhang,CHN,female,1.77,tennis,0,0,0
Shuai Zhao,CHN,male,1.88,taekwondo,1,0,0
Shuang Wang,CHN,female,1.65,football,0,0,0
Shudi Deng,CHN,male,1.63,gymnastics,0,0,1
Shuijiao Wu,CHN,female,1.61,athletics,0,0,0
Shun Wang,CHN,male,1.91,aquatics,0,0,1
Shun Xie Teo,SIN,female,1.68,shooting,0,0,0
Shuo Cao,CHN,male,1.80,athletics,0,0,0
Shuyin Zheng,CHN,female,1.88,taekwondo,1,0,0
Si Mohamed Ketbi,BEL,male,1.80,taekwondo,0,0,0
Siarhei Kalamoyets,BLR,male,1.92,athletics,0,0,0
Sibusiso Matsenjwa,SWZ,male,1.80,athletics,0,0,0
Sibusiso Nzima,RSA,male,1.64,athletics,0,0,0
Sid Ali Boudina,ALG,male,1.78,rowing,0,0,0
Siddikur Rahman,BAN,male,1.65,golf,0,0,0
Sideris Tasiadis,GER,male,1.79,canoe,0,0,0
Sidni Hoxha,ALB,male,1.93,aquatics,0,0,0
Sifan Hassan,NED,female,1.70,athletics,0,0,0
Signe Marie Fidge Store,NOR,female,,wrestling,0,0,0
Siham Hilali,MAR,female,1.60,athletics,0,0,0
Sijing Huang,CHN,female,1.90,basketball,0,0,0
Siling Yi,CHN,female,1.65,shooting,0,0,1
Silvan Dillier,SUI,male,1.83,cycling,0,0,0
Silvano Chesani,ITA,male,1.91,athletics,0,0,0
Silvia Dominguez,ESP,female,1.67,basketball,0,1,0
Silvia Navarro,ESP,female,1.69,handball,0,0,0
Silvia Paredes,ECU,female,1.64,athletics,0,0,0
Silvia Sicouri,ITA,female,1.72,sailing,0,0,0
Silvia Valsecchi,ITA,female,1.60,cycling,0,0,0
Silvia Zennaro,ITA,female,1.68,sailing,0,0,0
Silvia di Pietro,ITA,female,1.68,aquatics,0,0,0
Silvija Popovic,SRB,female,1.78,volleyball,0,0,0
Silvio Fernandez,VEN,male,1.90,fencing,0,0,0
Silvio Heinevetter,GER,male,1.94,handball,0,0,1
Sime Fantela,CRO,male,1.83,sailing,1,0,0
Simeon Chamov,BUL,male,1.80,boxing,0,0,0
Simione Tamanisau,FIJ,male,1.87,football,0,0,0
Simon Andreassen,DEN,male,1.77,cycling,0,0,0
Simon Child,NZL,male,1.86,hockey,0,0,0
Simon Clarke,AUS,male,,cycling,0,0,0
Simon Gauzy,FRA,male,1.82,table tennis,0,0,0
Simon Geschke,GER,male,1.70,cycling,0,0,0
Simon Gougnard,BEL,male,1.87,hockey,0,1,0
Simon Mantell,GBR,male,1.84,hockey,0,0,0
Simon Martirosyan,ARM,male,1.81,weightlifting,0,1,0
Simon Niepmann,SUI,male,1.80,rowing,1,0,0
Simon Orchard,AUS,male,1.86,hockey,0,0,0
Simon Razgor,SLO,male,1.83,handball,0,0,0
Simon Schuerch,SUI,male,1.86,rowing,1,0,0
Simon Sjodin,SWE,male,1.92,aquatics,0,0,0
Simon Spilak,SLO,male,1.77,cycling,0,0,0
Simon Tibbling,SWE,male,1.74,football,0,0,0
Simon Wachira,KEN,male,1.70,athletics,0,0,0
Simon Werro,SUI,male,1.78,canoe,0,0,0
Simon Yacoub,PLE,male,1.66,judo,0,0,0
Simona Baumrtova,CZE,female,1.76,aquatics,0,0,0
Simona Castro,CHI,female,1.60,gymnastics,0,0,0
Simona Frapporti,ITA,female,1.77,cycling,0,0,0
Simona Gherman,ROU,female,1.70,fencing,1,0,0
Simona Krupeckaite,LTU,female,1.70,cycling,0,0,0
Simona Pop,ROU,female,1.78,fencing,1,0,0
Simonas Bilis,LTU,male,1.98,aquatics,0,0,0
Simone Biles,USA,female,1.45,gymnastics,4,0,1
Simone Buti,ITA,male,2.06,volleyball,0,1,0
Simone Christensen,DEN,female,1.70,cycling,0,0,0
Simone Consonni,ITA,male,1.65,cycling,0,0,0
Simone Facey,JAM,female,1.62,athletics,0,1,0
Simone Giannelli,ITA,male,1.98,volleyball,0,1,0
Simone Laudehr,GER,female,1.74,football,0,0,0
Simone Manuel,USA,female,1.78,aquatics,2,2,0
Simone Ruffini,ITA,male,1.73,aquatics,0,0,0
Simone Sabbioni,ITA,male,1.85,aquatics,0,0,0
Simone Venier,ITA,male,1.96,rowing,0,0,0
Simoya Campbell,JAM,female,1.68,athletics,0,0,0
Simplice Fotsala,CMR,male,1.54,boxing,0,0,0
Simplice Ribouem,AUS,male,1.73,weightlifting,0,0,0
Sin Lam Sonia Lo,HKG,female,1.66,sailing,0,0,0
Sina Tkaltschewitsch,GER,female,1.60,gymnastics,0,0,0
Sinead Lynch,IRL,female,1.72,rowing,0,0,0
Sinphet Kruaithong,THA,male,1.59,weightlifting,0,0,1
Sinta Ozolina,LAT,female,1.86,athletics,0,0,0
Siobhan Haughey,HKG,female,1.77,aquatics,0,0,0
Siobhan-Marie O'Connor,GBR,female,1.73,aquatics,0,1,0
Sione Molia,NZL,male,1.86,rugby sevens,0,0,0
Siraba Dembele,FRA,female,1.72,handball,0,1,0
Siri Arun Budcharern,LAO,female,1.66,aquatics,0,0,0
Siripon Kaewduang-Ngam,THA,female,1.67,sailing,0,0,0
Siripuch Gulnoi,THA,female,1.57,weightlifting,0,0,0
Sirish Gurung,NEP,male,1.58,aquatics,0,0,0
Sisila Seavula,FIJ,female,,athletics,0,0,0
Sitora Hamidova,UZB,female,1.64,athletics,0,0,0
Siueni Filimone,TGA,male,1.73,athletics,0,0,0
Siyao Shu,CHN,female,1.67,gymnastics,0,0,0
Sjef van den Berg,NED,male,1.83,archery,0,0,0
Sladana Perunovic,MNE,female,1.70,athletics,0,0,0
Slawomir Szmal,POL,male,1.86,handball,0,0,0
Sloane Stephens,USA,female,1.73,tennis,0,0,0
Slobodan Nikic,SRB,male,1.97,aquatics,1,0,0
Slobodan Soro,BRA,male,1.96,aquatics,0,0,0
Snjezana Pejcic,CRO,female,1.70,shooting,0,0,0
So Hee Lee,KOR,female,1.71,badminton,0,0,0
Sobhi Saied,TUN,male,1.86,handball,0,0,0
Sofia Andreeva,RUS,female,1.78,aquatics,0,0,0
Sofia Asoumanaki,GRE,female,1.90,rowing,0,0,0
Sofia Assefa,ETH,female,1.67,athletics,0,0,0
Sofia Bekatorou,GRE,female,1.72,sailing,0,0,0
Sofia Ennaoui,POL,female,1.58,athletics,0,0,0
Sofia Jakobsson,SWE,female,1.74,football,0,1,0
Sofia Lodi,ITA,female,1.75,gymnastics,0,0,0
Sofia Magdalena Mattsson,SWE,female,1.64,wrestling,0,0,1
Sofia Middleton,CHI,female,1.68,sailing,0,0,0
Sofia Paldanius,SWE,female,1.85,canoe,0,0,0
Sofia Polcanova,AUT,female,1.81,table tennis,0,0,0
Sofia Riga,GRE,female,1.54,athletics,0,0,0
Sofia Rito,URU,female,1.55,weightlifting,0,0,0
Sofia Sanchez,ARG,female,1.67,aquatics,0,0,0
Sofia Yfantidou,GRE,female,1.62,athletics,0,0,0
Sofian Bouvet,FRA,male,1.73,sailing,0,0,0
Sofiane Bendebka,ALG,male,1.70,football,0,0,0
Sofiane Guitone,FRA,male,1.86,rugby sevens,0,0,0
Sofiane Oumiha,FRA,male,1.74,boxing,0,1,0
Sofie Skoog,SWE,female,1.81,athletics,0,0,0
Sofya Velikaya,RUS,female,1.75,fencing,1,1,0
Sohrab Moradi,IRI,male,1.70,weightlifting,1,0,0
Sohsuke Takatani,JPN,male,1.78,wrestling,0,0,0
Sohui Kim,KOR,female,1.64,taekwondo,1,0,0
Sojeong Yu,KOR,female,1.68,handball,0,0,0
Sol Mi Kim,PRK,female,1.55,judo,0,0,0
Solangie Delgado,COL,female,1.55,rugby sevens,0,0,0
Solomon Bockarie,NED,male,1.71,athletics,0,0,0
Solonei da Silva,BRA,male,1.72,athletics,0,0,0
Sona Bernardova,CZE,female,1.67,aquatics,0,0,0
Sona Poghosyan,ARM,female,1.58,weightlifting,0,0,0
Sonchat Ratiwatana,THA,male,1.75,tennis,0,0,0
Sondre Nordstad Moen,NOR,male,,athletics,0,0,0
Soner Demirtas,TUR,male,1.70,wrestling,0,0,1
Song Gao,CHN,female,1.90,basketball,0,0,0
Song Guk Kim,PRK,male,1.67,shooting,0,0,1
Song I Kim,PRK,female,1.61,table tennis,0,0,1
Song Yu,CHN,female,1.82,judo,0,0,1
Sonia Aktar,BAN,female,,aquatics,0,0,0
Sonia Asselah,ALG,female,1.76,judo,0,0,0
Sonia Franquet,ESP,female,1.73,shooting,0,0,0
Sonia Malavisi,ITA,female,1.72,athletics,0,0,0
Sonia Samuels,GBR,female,1.62,athletics,0,0,0
Sonja Barjaktarovic,MNE,female,1.80,handball,0,0,0
Sonja Petrovic,SRB,female,1.89,basketball,0,0,1
Sonke Rothenberger,GER,male,1.93,equestrian,1,0,0
Sonny Bill Williams,NZL,male,1.94,rugby sevens,0,0,0
Sonny Webster,GBR,male,1.78,weightlifting,0,0,0
Sooji Jang,KOR,female,1.64,hockey,0,0,0
Sophie Ainsworth,GBR,female,1.73,sailing,0,0,0
Sophie Bray,GBR,female,1.64,hockey,1,0,0
Sophie Cocks,NZL,female,1.72,hockey,0,0,0
Sophie Giger,SUI,female,1.68,aquatics,0,0,0
Sophie Hansson,SWE,female,1.86,aquatics,0,0,0
Sophie Hitchon,GBR,female,1.70,athletics,0,0,1
Sophie Mackenzie,NZL,female,1.72,rowing,0,0,0
Sophie Scheder,GER,female,1.67,gymnastics,0,0,1
Sophie Schmidt,CAN,female,1.72,football,0,0,1
Sophie Souwer,NED,female,1.85,rowing,0,0,0
Sophie van Gestel,NED,female,1.78,volleyball,0,0,0
Sopita Tanasan,THA,female,1.54,weightlifting,1,0,0
Sopuruchi Dimgba,NGR,male,1.68,football,0,0,0
Soren Dahl,DEN,male,1.93,aquatics,0,0,0
Soren Kjeldsen,DEN,male,1.70,golf,0,0,0
Soren Opti,SUR,male,,badminton,0,0,0
Soslan Daurov,BLR,male,1.64,wrestling,0,0,0
Soslan Ramonov,RUS,male,1.70,wrestling,1,0,0
Soso Tamarau,NGR,male,1.67,wrestling,0,0,0
Sosthene Moguenara,GER,female,1.80,athletics,0,0,0
Sotheara Chov,CAM,female,1.55,wrestling,0,0,0
Sotiria Neofytou,CYP,female,1.65,aquatics,0,0,0
Souad Ait Salem,ALG,female,1.58,athletics,0,0,0
Soufiane Elbakkali,MAR,male,1.88,athletics,0,0,0
Soufiane Haddi,MAR,male,1.69,cycling,0,0,0
Soufiyan Bouqantar,MAR,male,1.73,athletics,0,0,0
Soukphaxay Sithisane,LAO,male,,judo,0,0,0
Soule Soilihi Athoumane,COM,male,1.80,aquatics,0,0,0
Souleymane Diop Cissokho,FRA,male,1.79,boxing,0,0,1
Soumyajit Ghosh,IND,male,1.68,table tennis,0,0,0
Sovijja Pou,CAM,male,1.69,aquatics,0,0,0
Soyib Kurbonov,UZB,male,1.86,judo,0,0,0
Sparkle McKnight,TTO,female,1.58,athletics,0,0,0
Spela Perse,SLO,female,1.58,aquatics,0,0,0
Spela Ponomarenko Janic,SLO,female,1.69,canoe,0,0,0
Spencer Turrin,AUS,male,1.90,rowing,0,0,0
Spencer Wilton,GBR,male,1.83,equestrian,0,1,0
Spiros Gianniotis,GRE,male,1.85,aquatics,0,1,0
Spyridon Christos Giannaros,GRE,male,1.83,rowing,0,0,0
Srabani Nanda,IND,female,1.64,athletics,0,0,0
Srdjan Mrvaljevic,MNE,male,1.86,judo,0,0,0
Sreejesh Parattu,IND,male,1.83,hockey,0,0,0
Sri Wahyuni Agustiani,INA,female,1.47,weightlifting,0,1,0
Srikanth Kidambi,IND,male,1.78,badminton,0,0,0
Stacey Michelsen,NZL,female,1.73,hockey,0,0,0
Stacy Lewis,USA,female,1.66,golf,0,0,0
Stacy Otieno,KEN,female,1.67,rugby sevens,0,0,0
Stan Okoye,NGR,male,1.98,basketball,0,0,0
Stanimira Petrova,BUL,female,1.70,boxing,0,0,0
Stanislau Shcharbachenia,BLR,male,2.01,rowing,0,0,0
Stanley Amuzie,NGR,male,1.71,football,0,0,1
Stanley Joseph,FRA,male,1.81,athletics,0,0,0
Stanley Kipleting Biwott,KEN,male,1.52,athletics,0,0,0
Stanly del Carmen,DOM,male,1.63,athletics,0,0,0
Stavroula Samara,GRE,female,1.74,gymnastics,0,0,0
Steele Johnson,USA,male,1.88,aquatics,0,1,0
Steeve Barry,FRA,male,1.81,rugby sevens,0,0,0
Stefan Bellore Sangala,CGO,female,1.65,aquatics,0,0,0
Stefan Bircevic,SRB,male,2.10,basketball,0,1,0
Stefan Brits,RSA,male,1.83,athletics,0,0,0
Stefan Denifl,AUT,male,1.79,cycling,0,0,0
Stefan Fegerl,AUT,male,1.86,table tennis,0,0,0
Stefan Hristov,BUL,male,1.75,cycling,0,0,0
Stefan Jovic,SRB,male,1.96,basketball,0,1,0
Stefan Kiraj,GER,male,1.89,canoe,0,0,0
Stefan Markovic,SRB,male,1.99,basketball,0,1,0
Stefan Mitrovic,SRB,male,1.95,aquatics,1,0,0
Stefan Nilsson,SWE,male,1.86,shooting,0,0,0
Stefana Veljkovic,SRB,female,1.90,volleyball,0,1,0
Stefani Stoeva,BUL,female,1.74,badminton,0,0,0
Stefania Pirozzi,ITA,female,1.70,aquatics,0,0,0
Stefanie Fee,USA,female,1.68,hockey,0,0,0
Stefanie Horn,ITA,female,1.68,canoe,0,0,0
Stefaniya Elfutina,RUS,female,1.70,sailing,0,0,1
Stefano Brecciaroli,ITA,male,1.77,equestrian,0,0,0
Stefano Giantorno,BRA,male,1.70,rugby sevens,0,0,0
Stefano Oppo,ITA,male,1.87,rowing,0,0,0
Stefano Peschiera,PER,male,1.82,sailing,0,0,0
Stefano Raffaele Marcia,RSA,male,1.78,sailing,0,0,0
Stefano Selva,SMR,male,1.70,shooting,0,0,0
Stefano Tempesti,ITA,male,2.05,aquatics,0,0,1
Stefano la Rosa,ITA,male,1.70,athletics,0,0,0
Stefanos Dimitriadis,GRE,male,1.89,aquatics,0,0,0
Stefanos Galanopoulos,GRE,male,1.97,aquatics,0,0,0
Stefanos Ntouskos,GRE,male,1.86,rowing,0,0,0
Stefany Castano,COL,female,1.72,football,0,0,0
Stefany Coronado,BOL,female,1.73,athletics,0,0,0
Stefany Hernandez,VEN,female,1.65,cycling,0,0,1
Steffen Deibler,GER,male,1.86,aquatics,0,0,0
Steffen Fath,GER,male,1.99,handball,0,0,1
Steffen Peters,USA,male,1.73,equestrian,0,0,1
Steffen Weinhold,GER,male,1.91,handball,0,0,1
Steffi Kriegerstein,GER,female,1.78,canoe,0,1,0
Stella Akakpo,FRA,female,1.66,athletics,0,0,0
Stella Chesang,UGA,female,,athletics,0,0,0
Stepan Maryanyan,RUS,male,1.65,wrestling,0,0,0
Steph Catley,AUS,female,1.71,football,0,0,0
Stephan Feck,GER,male,1.83,aquatics,0,0,0
Stephan Krueger,GER,male,1.87,rowing,0,0,0
Stephan de Freitas Barcha,BRA,male,,equestrian,0,0,0
Stephane Smith,BRA,male,1.73,hockey,0,0,0
Stephanie Au,HKG,female,1.72,aquatics,0,0,0
Stephanie Brieussel,FRA,female,1.69,equestrian,0,0,0
Stephanie Enright,PUR,female,1.79,volleyball,0,0,0
Stephanie Fotso Mogoung,CMR,female,1.84,volleyball,0,0,0
Stephanie Horner,CAN,female,1.80,aquatics,0,0,0
Stephanie Labbe,CAN,female,1.78,football,0,0,1
Stephanie Lovell,LCA,female,1.60,sailing,0,0,0
Stephanie Malherbe,RSA,female,1.62,football,0,0,0
Stephanie Meadow,IRL,female,1.63,golf,0,0,0
Stephanie Morton,AUS,female,1.77,cycling,0,0,0
Stephanie Pohl,GER,female,1.60,cycling,0,0,0
Stephanie Talbot,AUS,female,1.86,basketball,0,0,0
Stephanie Tirode,FRA,female,1.65,shooting,0,0,0
Stephanie Twell,GBR,female,1.68,athletics,0,0,0
Stephanie Vogt,LIE,female,1.67,tennis,0,0,0
Stephen Bird,AUS,male,1.89,canoe,0,0,0
Stephen Cummings,GBR,male,1.90,cycling,0,0,0
Stephen Jenness,NZL,male,1.79,hockey,0,0,0
Stephen Jones,NZL,male,1.92,rowing,0,0,0
Stephen Kasprzyk,USA,male,2.01,rowing,0,0,0
Stephen Kiprotich,UGA,male,,athletics,0,0,0
Stephen Lambdin,USA,male,1.88,taekwondo,0,0,0
Stephen Milne,GBR,male,1.86,aquatics,0,1,0
Stephen Mokoka,RSA,male,1.57,athletics,0,0,0
Stephen Mozia,NGR,male,1.91,athletics,0,0,0
Stephen Newbold,BAH,male,,athletics,0,0,1
Stephen Parez,FRA,male,1.74,rugby sevens,0,0,0
Stephenie Ann McPherson,JAM,female,1.73,athletics,0,1,0
Stevan Pletikosic,SRB,male,1.84,shooting,0,0,0
Steve Guerdat,SUI,male,1.82,equestrian,0,0,0
Steve Johnson,USA,male,1.88,tennis,0,0,1
Steve Morabito,SUI,male,1.87,cycling,0,0,0
Steven Burke,GBR,male,1.83,cycling,1,0,0
Steven Gardiner,BAH,male,1.88,athletics,0,0,1
Steven Gerard Donnelly,IRL,male,1.80,boxing,0,0,0
Steven Kruijswijk,NED,male,1.77,cycling,0,0,0
Steven Lopez,USA,male,1.91,taekwondo,0,0,0
Steven Marshall,CAN,male,1.93,volleyball,0,0,0
Steven Scott,GBR,male,1.72,shooting,0,0,1
Stewart Innes,GBR,male,1.97,rowing,0,0,0
Stian Skjerahaug,NOR,male,1.71,gymnastics,0,0,0
Stig-Andre Berge,NOR,male,,wrestling,0,0,1
Stina Blackstenius,SWE,female,1.73,football,0,1,0
Stina Gardell,SWE,female,1.72,aquatics,0,0,0
Stina Troest,DEN,female,1.70,athletics,0,0,0
Stine Bredal Oftedal,NOR,female,1.68,handball,0,0,1
Stine Nielsen,DEN,female,1.63,shooting,0,0,0
Stipe Zunic,CRO,male,1.93,athletics,0,0,0
Stsiapan Rahautsou,BLR,male,1.74,athletics,0,0,0
Stuart Dutamby,FRA,male,1.76,athletics,0,0,0
Stuart Farquhar,NZL,male,1.87,athletics,0,0,0
Stuart McNay,USA,male,1.71,sailing,0,0,0
Stuart Tinney,AUS,male,1.80,equestrian,0,0,1
Su Ji Kim,KOR,female,1.87,volleyball,0,0,0
Su Oh,AUS,female,1.68,golf,0,0,0
Suad Natiq,IRQ,male,1.85,football,0,0,0
Subenrat Insaeng,THA,female,1.82,athletics,0,0,0
Sudha Singh,IND,female,1.58,athletics,0,0,0
Sudirman Hadi,INA,male,1.71,athletics,0,0,0
Sue Bird,USA,female,1.75,basketball,1,0,0
Suehiro Ishikawa,JPN,male,1.69,athletics,0,0,0
Sugoi Uriarte,ESP,male,1.72,judo,0,0,0
Suguru Osako,JPN,male,1.70,athletics,0,0,0
Suhrob Khodjaev,UZB,male,1.85,athletics,0,0,0
Sukanya Srisurat,THA,female,1.55,weightlifting,1,0,0
Sukhi Panesar,CAN,male,1.80,hockey,0,0,0
Sulaiman Hamad,KSA,male,1.77,judo,0,0,0
Suleyman Atli,TUR,male,1.68,wrestling,0,0,0
Sultan Duzelbayev,KAZ,male,1.76,archery,0,0,0
Sultan Haydar,TUR,female,1.70,athletics,0,0,0
Sultan Mubarak Al-Dawoodi,KSA,male,1.92,athletics,0,0,0
Sumeeth Reddy B.,IND,male,1.82,badminton,0,0,0
Sumin Choi,KOR,female,1.77,handball,0,0,0
Sumiya Dorjsuren,MGL,female,1.60,judo,0,1,0
Sumiya Erdenechimeg,MGL,female,1.59,wrestling,0,0,0
Sunayna Wahi,SUR,female,,athletics,0,0,0
Sunette Viljoen,RSA,female,1.70,athletics,0,1,0
Sung Hyun Ko,KOR,male,1.82,badminton,0,0,0
Sungmin Kim,KOR,male,1.90,judo,0,0,0
Sungyun Gu,KOR,male,1.95,football,0,0,0
Sunhee Woo,KOR,female,1.71,handball,0,0,0
Sunil Sowmarpet,IND,male,1.76,hockey,0,0,0
Sunita Lakra,IND,female,1.58,hockey,0,0,0
Sunwoo Kim,KOR,female,1.65,modern pentathlon,0,0,0
Suping Meng,CHN,female,1.73,weightlifting,1,0,0
Suraju Saka,CGO,male,1.70,table tennis,0,0,0
Surender Kumar,IND,male,1.79,hockey,0,0,0
Susan Kuijken,NED,female,1.72,athletics,0,0,0
Susana Costa,POR,female,1.77,athletics,0,0,0
Susann Bjornsen,NOR,female,1.91,aquatics,0,0,0
Susanna Kallur,SWE,female,1.70,athletics,0,0,0
Susannah Townsend,GBR,female,1.68,hockey,1,0,0
Susanne Grainger,CAN,female,1.88,rowing,0,0,0
Sushila Pukhrambam,IND,female,1.52,hockey,0,0,0
Suthasini Sawettabut,THA,female,1.68,table tennis,0,0,0
Sutiya Jiewchaloemmit,THA,female,1.69,shooting,0,0,0
Suvi Mikkonen,FIN,female,1.64,taekwondo,0,0,0
Suyeon Back,KOR,female,1.73,aquatics,0,0,0
Suzana Lazovic,MNE,female,1.78,handball,0,0,0
Suzann Pettersen,NOR,female,,golf,0,0,0
Suzanne Hearn,AUS,female,,equestrian,0,0,0
Suzuka Hasegawa,JPN,female,1.65,aquatics,0,0,0
Sven Bender,GER,male,1.85,football,0,1,0
Sven Erik Bystrom,NOR,male,,cycling,0,0,0
Sven Knipphals,GER,male,1.89,athletics,0,0,0
Sven Maresch,GER,male,1.73,judo,0,0,0
Sven Martin Skagestad,NOR,male,,athletics,0,0,0
Sven Riederer,SUI,male,1.82,triathlon,0,0,0
Svenja Huth,GER,female,1.63,football,1,0,0
Svetlana Chimrova,RUS,female,1.73,aquatics,0,0,0
Svetlana Germanovich,KAZ,female,1.76,rowing,0,0,0
Svetlana Golendova,KAZ,female,1.65,athletics,0,0,0
Svetlana Kolesnichenko,RUS,female,1.71,aquatics,1,0,0
Svetlana Kuznetsova,RUS,female,1.74,tennis,0,0,0
Svetlana Radzivil,UZB,female,1.86,athletics,0,0,0
Svetlana Romashina,RUS,female,1.73,aquatics,2,0,0
Sviatlana Kudzelich,BLR,female,1.70,athletics,0,0,0
Svitlana Akhadova,UKR,female,1.70,canoe,0,0,0
Svitlana Iaromka,UKR,female,1.62,judo,0,0,0
Svitlana Stanko-Klymenko,UKR,female,,athletics,0,0,0
Swe Li Myint Myint,MYA,female,1.68,athletics,0,0,0
Sydney McLaughlin,USA,female,1.76,athletics,0,0,0
Sydney Pickrem,CAN,female,1.68,aquatics,0,0,0
Sylvia Fowles,USA,female,1.98,basketball,1,0,0
Sylwester Bednarek,POL,male,1.94,athletics,0,0,0
Sylwia Bogacka,POL,female,1.62,shooting,0,0,0
Szandra Szogedi,GHA,female,1.58,judo,0,0,0
Szu-Yu Chen,TPE,female,1.62,table tennis,0,0,0
Szymon Staskiewicz,POL,male,1.86,modern pentathlon,0,0,0
Tabata de Carvalho,BRA,female,1.71,athletics,0,0,0
Tabea Alt,GER,female,1.58,gymnastics,0,0,0
Tabea Kemme,GER,female,1.70,football,1,0,0
Taciana Lima,GBS,female,1.64,judo,0,0,0
Tadas Suskevicius,LTU,male,1.77,athletics,0,0,0
Tadesse Abraham,SUI,male,1.78,athletics,0,0,0
Taehoon Lee,KOR,male,1.80,sailing,0,0,0
Taehun Kim,KOR,male,1.82,taekwondo,0,0,1
Taehwan Park,KOR,male,1.83,aquatics,0,0,0
Tafese Seboka,ETH,male,1.77,athletics,0,0,0
Tagir Khaibulaev,RUS,male,1.82,judo,0,0,0
Taha Akgul,TUR,male,1.92,wrestling,1,0,0
Tahesia Harrigan-Scott,IVB,female,1.58,athletics,0,0,0
Tahir Guelec,GER,male,1.91,taekwondo,0,0,0
Tahir Walsh,ANT,male,1.82,athletics,0,0,0
Taimuraz Friev Naskidaeva,ESP,male,1.76,wrestling,0,0,0
Taina Halasima,TGA,female,1.63,athletics,0,0,0
Taina Paixao,BRA,female,1.71,basketball,0,0,0
Tairat Bunsuk,THA,male,1.61,weightlifting,0,0,0
Tais Balconi,BRA,female,1.64,rugby sevens,0,0,0
Tais Rochel,BRA,female,1.65,fencing,0,0,0
Taiwo Awoniyi,NGR,male,1.82,football,0,0,0
Taizo Sugitani,JPN,male,1.70,equestrian,0,0,0
Takaharu Furukawa,JPN,male,1.74,archery,0,0,0
Takamasa Kitagawa,JPN,male,1.77,athletics,0,0,0
Takanori Nagase,JPN,male,1.81,judo,0,0,1
Takashi Eto,JPN,male,1.83,athletics,0,0,0
Takayuki Tanii,JPN,male,1.67,athletics,0,0,0
Takeshi Matsuda,JPN,male,1.84,aquatics,0,0,1
Takuma Asano,JPN,male,1.71,football,0,0,0
Takumi Minamino,JPN,male,1.74,football,0,0,0
Takuro Fujii,JPN,male,1.84,aquatics,0,0,0
Takuya Haneda,JPN,male,1.75,canoe,0,0,1
Takuya Iwanami,JPN,male,1.86,football,0,0,0
Talent Mandaza,ZIM,female,1.58,football,0,0,0
Tales Cerdeira,BRA,male,,aquatics,0,0,0
Talgat Ilyasov,AUS,male,1.75,wrestling,0,0,0
Taliqua Clancy,AUS,female,1.84,volleyball,0,0,0
Talisa Lanoe,KEN,female,1.67,aquatics,0,0,0
Talita Baqlah,JOR,female,1.72,aquatics,0,0,0
Talita Marie Te Flan,CIV,female,1.76,aquatics,0,0,0
Talita Rocha,BRA,female,1.81,volleyball,0,0,0
Talles Frederico Silva,BRA,male,1.90,athletics,0,0,0
Tamara Csipes,HUN,female,1.76,canoe,1,0,0
Tamara Echegoyen Dominguez,ESP,female,1.74,sailing,0,0,0
Tamara Horacek,FRA,female,1.79,handball,0,1,0
Tamara Radocaj,SRB,female,1.70,basketball,0,0,1
Tamara Salaski,SRB,female,1.65,athletics,0,0,0
Tamara Tatham,CAN,female,1.85,basketball,0,0,0
Tamara Vega,MEX,female,1.59,modern pentathlon,0,0,0
Tamas Decsi,HUN,male,1.78,fencing,0,0,0
Tamas Kenderesi,HUN,male,1.86,aquatics,0,0,1
Tamas Lorincz,HUN,male,1.72,wrestling,0,0,0
Tamas Somoracz,HUN,male,1.95,canoe,0,0,0
Tamas Toth,HUN,male,1.75,triathlon,0,0,0
Tameka Butt,AUS,female,1.58,football,0,0,0
Tameka Williams,SKN,female,,athletics,0,0,0
Tamika Catchings,USA,female,1.85,basketball,1,0,0
Tamila Holub,POR,female,1.75,aquatics,0,0,0
Tamirat Tola,ETH,male,1.81,athletics,0,0,1
Tamires,BRA,female,1.61,football,0,0,0
Tamires Lima de Araujo,BRA,female,1.80,handball,0,0,0
Tammy Takagi,BRA,female,1.61,aquatics,0,0,0
Tamsin Cook,AUS,female,1.70,aquatics,0,1,0
Tan Tai Hoang,VIE,male,1.65,weightlifting,0,0,0
Tanel Kangert,EST,male,1.78,cycling,0,0,0
Tanel Laanmae,EST,male,1.83,athletics,0,0,0
Tanguy Cosyns,BEL,male,1.74,hockey,0,1,0
Tania Arrayales,MEX,female,1.58,fencing,0,0,0
Tania Cagnotto,ITA,female,1.60,aquatics,0,1,1
Tania Calvo Barbero,ESP,female,1.66,cycling,0,0,0
Tania di Mario,ITA,female,1.68,aquatics,0,1,0
Tanja Frank,AUT,female,1.67,sailing,0,0,1
Tanja Kylliainen,FIN,female,1.55,aquatics,0,0,0
Tanja Perec,CRO,female,1.66,shooting,0,0,0
Tanja Zakelj,SLO,female,1.59,cycling,0,0,0
Tanumafili Malietoa Jungblut,ASA,male,1.88,weightlifting,0,0,0
Tanya Acosta,ARG,female,1.82,volleyball,0,0,0
Tanya Holliday,AUS,female,1.67,athletics,0,0,0
Tanya Seymour,RSA,female,1.65,equestrian,0,0,0
